,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.9197082228116711,0.9018452380952381,0.9274666666666667,0.891098901098901,0.8871103896103896,0.9057738095238095,0.9141,0.9100275862068965,0.9103846153846153,0.9195586206896552,0.9213690476190476,0.9183172413793104,0.9285632183908046,0.9294099378881988,0.9018206896551724,0.93260989010989,0.8960989010989011,0.9219310344827586,0.9086363636363636,0.9008551724137931,0.9178571428571428,0.9248214285714286,0.9229103448275862,0.8947354497354497,0.9180890804597701,0.9214880952380953,0.931064467766117,0.9091402116402116,0.9232142857142858,0.8932,0.9326190476190476,0.9023714285714286,0.8994230769230769,0.9105833333333333,0.9017713365539453,0.9178571428571428,0.9138068965517241,0.9195689655172414,0.9105241379310345,0.8790476190476191,0.9324175824175824,0.900952380952381,0.9176285714285715,0.9264798850574713,0.8811279461279461,0.9104761904761904,0.9270758620689655,0.9160079575596817,0.8955555555555555,0.9105379310344828,0.9130068965517242,0.9135428571428571,0.9054670329670329,0.9341777188328912,0.9180636604774536,0.9256547619047619,0.9220413793103448,0.9195034482758621,0.9136813186813186,0.9277320954907162
1,0.9379821200510855,0.9262857142857143,0.9199106002554278,0.9023522167487685,0.9378518518518518,0.9259999999999999,0.9404814814814815,0.9502380952380952,0.9196679438058748,0.921564039408867,0.9557343550446998,0.9376354679802956,0.9466794380587484,0.9451724137931035,0.9151231527093596,0.94064039408867,0.9503589743589743,0.8754916985951469,0.9357982120051086,0.9283141762452107,0.9424137931034483,0.9214058355437665,0.9282886334610473,0.9351477832512315,0.9139285714285714,0.9353571428571429,0.9497828863346105,0.9194763729246488,0.9407881773399015,0.928743842364532,0.915,0.9522142857142857,0.9523371647509579,0.9365006385696041,0.9293103448275862,0.9491443167305236,0.939272030651341,0.9557854406130268,0.9431034482758621,0.9221428571428572,0.960025641025641,0.9505968169761273,0.9490318302387268,0.9309047619047619,0.9398029556650246,0.9464655172413793,0.9230665024630542,0.9194814814814815,0.9189039408866995,0.9239285714285714,0.9397190293742018,0.9394597701149425,0.9398084291187739,0.9507142857142857,0.9486590038314177,0.9547751322751322,0.9352463054187192,0.9245714285714286,0.9076847290640394,0.9411538461538461
2,0.9335172413793104,0.9320073891625615,0.9215747126436782,0.9236270753512132,0.9058620689655172,0.9337547892720306,0.9333678160919541,0.9255,0.9113177339901478,0.9215862068965517,0.95,0.9303448275862068,0.9410344827586207,0.9513793103448276,0.9338095238095239,0.9372413793103448,0.9413054187192118,0.9362068965517242,0.9357037037037037,0.9470498084291188,0.9173809523809524,0.9417241379310345,0.9225985221674877,0.8955788177339902,0.930344827586207,0.9316091954022989,0.9124137931034483,0.9117241379310345,0.942043422733078,0.9328850574712644,0.9277931034482758,0.9451724137931035,0.9300574712643678,0.9236428571428572,0.9197413793103448,0.9150476190476191,0.9436206896551724,0.9419581280788177,0.92,0.9372660098522168,0.9365517241379311,0.9460098522167487,0.9253095238095238,0.9468965517241379,0.9380970625798212,0.9355172413793104,0.8823333333333333,0.9279999999999999,0.8886428571428571,0.9394523809523809,0.9198095238095239,0.937595238095238,0.9361851851851852,0.9212142857142858,0.9572592592592593,0.9223029556650246,0.9252528735632184,0.9083333333333333,0.9242988505747126,0.9134852216748768
3,0.8889655172413793,0.8937857142857143,0.8641379310344828,0.8867142857142858,0.8581794871794872,0.858183908045977,0.8653333333333333,0.8326091954022988,0.8512222222222222,0.8337407407407407,0.9637857142857142,0.9473809523809524,0.9398333333333333,0.9499310344827586,0.9070476190476191,0.9533095238095238,0.9305714285714286,0.9306666666666666,0.9256321839080459,0.9382142857142857,0.9262413793103448,0.9380952380952381,0.8784359605911329,0.8909285714285714,0.914,0.8482528735632184,0.9395,0.8989047619047619,0.9395632183908046,0.8751904761904762,0.8413793103448276,0.873,0.893435960591133,0.8812619047619048,0.9014761904761905,0.9393333333333334,0.8563908045977011,0.9141379310344827,0.9451379310344827,0.926952380952381,0.9055049261083744,0.9256904761904762,0.9254285714285715,0.9396428571428571,0.9244444444444444,0.9467931034482758,0.9423103448275862,0.8705402298850575,0.8899047619047619,0.8928448275862069,0.9171904761904761,0.8897701149425287,0.9006896551724137,0.9537142857142857,0.9210952380952381,0.8909523809523809,0.8873333333333333,0.8963333333333333,0.9322167487684729,0.8720689655172413
4,0.7360344827586207,0.807,0.8346666666666667,0.7365862068965517,0.7766666666666666,0.7267037037037036,0.7662068965517241,0.804,0.7919770114942529,0.7961264367816092,0.943103448275862,0.9722380952380952,0.8998390804597701,0.948551724137931,0.8994047619047619,0.8205632183908047,0.9454137931034483,0.9048505747126436,0.9277356321839081,0.9302528735632184,0.8293103448275861,0.9451428571428572,0.9403908045977012,0.9033333333333333,0.8508095238095238,0.9416091954022988,0.833655172413793,0.8333333333333334,0.8673333333333333,0.8806091954022989,0.7787816091954023,0.7973333333333333,0.7834285714285715,0.7606666666666666,0.8373333333333333,0.9560952380952381,0.934047619047619,0.9362068965517242,0.96,0.8983333333333333,0.9319540229885057,0.9691666666666666,0.849103448275862,0.9310574712643678,0.9052643678160919,0.960632183908046,0.9551724137931035,0.9475862068965517,0.8883793103448275,0.9366666666666666,0.8948045977011494,0.9226666666666666,0.8872619047619048,0.9289885057471264,0.8699285714285714,0.8515476190476191,0.8524047619047619,0.8642183908045977,0.845183908045977,0.8391494252873564
5,0.7496666666666667,0.6993333333333333,0.85,0.7683333333333333,0.773,0.7375238095238095,0.6871883289124668,0.8873333333333333,0.7873333333333333,0.7008809523809524,0.9306206896551724,0.9408505747126437,0.916448275862069,0.9517241379310345,0.9409655172413793,0.9472619047619047,0.886896551724138,0.9272413793103448,0.9029885057471264,0.9440459770114943,0.8982183908045978,0.8018735632183908,0.7903333333333333,0.816919540229885,0.8451724137931034,0.8399540229885057,0.7998758620689655,0.8543333333333334,0.864,0.8351264367816091,0.7144367816091954,0.7487857142857143,0.8004137931034483,0.8143333333333334,0.8546666666666667,0.958816091954023,0.9448620689655173,0.8885747126436782,0.9379195402298851,0.9478160919540229,0.8428620689655173,0.8405952380952381,0.8403333333333334,0.8605747126436781,0.8422988505747127,0.957047619047619,0.9472528735632184,0.9456091954022988,0.9489080459770115,0.9489655172413793,0.9412413793103448,0.9371904761904762,0.9309047619047619,0.9353448275862069,0.8851724137931034,0.8422413793103448,0.7434827586206896,0.7889999999999999,0.8196666666666667,0.8360000000000001
6,0.7233333333333334,0.7425,0.8706666666666667,0.8037241379310345,0.876,0.6803333333333335,0.7583333333333333,0.8553333333333334,0.9390000000000001,0.8367126436781609,0.9019425287356322,0.8923333333333333,0.8816428571428572,0.8998333333333333,0.9053333333333333,0.9351379310344827,0.951,0.9303448275862068,0.9271724137931034,0.9390000000000001,0.7589782886334611,0.7876666666666666,0.7864523809523809,0.8046666666666666,0.8513333333333333,0.8936666666666666,0.8306666666666667,0.9243333333333333,0.8268735632183908,0.867,0.8086666666666666,0.9113333333333333,0.9273333333333333,0.8696666666666667,0.859,0.9474482758620689,0.9514827586206897,0.9,0.912,0.9279885057471264,0.825,0.8276666666666667,0.825,0.8301954022988506,0.777183908045977,0.9154827586206896,0.944,0.9573908045977011,0.9144712643678161,0.9630574712643678,0.8476666666666667,0.9109310344827586,0.8875172413793103,0.9317241379310345,0.8478850574712644,0.8133333333333334,0.8413809523809523,0.9323333333333333,0.7218275862068966,0.8096666666666666
7,0.7713333333333334,0.7596666666666667,0.877,0.8776666666666667,0.8036666666666666,0.9343333333333333,0.7443333333333333,0.9623333333333334,0.741,0.6883103448275862,0.8903333333333333,0.853,0.8646666666666667,0.8643333333333334,0.8479425287356321,0.892264367816092,0.8940229885057471,0.9120459770114943,0.9033333333333333,0.8600919540229885,0.7649540229885058,0.7783333333333333,0.7643333333333333,0.8263333333333334,0.792,0.8253333333333333,0.9443333333333334,0.8961264367816092,0.8673333333333333,0.8073333333333333,0.894,0.844,0.8746666666666667,0.809,0.8023333333333333,0.925,0.9349999999999999,0.8757126436781609,0.9380000000000001,0.9063333333333333,0.9393333333333334,0.8025952380952381,0.8064022988505747,0.855,0.8363333333333334,0.9337931034482758,0.9046666666666667,0.857367816091954,0.936287356321839,0.946,0.9014022988505748,0.8948850574712643,0.9220114942528735,0.8980229885057471,0.8631724137931034,0.7793333333333333,0.762,0.881,0.8190000000000001,0.9259999999999999
8,0.762,0.8596666666666667,0.9410000000000001,0.8426666666666667,0.7852619047619048,0.73,0.8786666666666667,0.9393333333333334,0.7506666666666667,0.8956666666666666,0.8021839080459771,0.8025747126436782,0.7614285714285715,0.8433333333333334,0.8582413793103448,0.8203563218390805,0.8440000000000001,0.8385057471264368,0.8533333333333333,0.818344827586207,0.8023333333333333,0.919,0.9186666666666666,0.8403333333333334,0.901,0.9363333333333334,0.8029999999999999,0.8993333333333333,0.8133333333333334,0.7995977011494253,0.8936666666666666,0.878551724137931,0.9333333333333333,0.8166666666666667,0.8573333333333333,0.8526666666666667,0.8783333333333333,0.8777011494252873,0.886,0.839919540229885,0.9206666666666666,0.7873333333333333,0.8826666666666667,0.7616666666666666,0.9193333333333333,0.9390000000000001,0.9519770114942528,0.798,0.9319999999999999,0.953,0.9487816091954023,0.8142298850574713,0.8964827586206896,0.8455555555555555,0.8109999999999999,0.949,0.8573333333333333,0.881,0.7729999999999999,0.8607931034482759
9,0.873,0.852,0.91,0.92,0.9023333333333333,0.9183333333333333,0.9366666666666666,0.9306666666666666,0.8260000000000001,0.8756666666666666,0.824,0.8173333333333334,0.8053333333333333,0.8316666666666667,0.8896666666666667,0.7759761904761905,0.8353333333333334,0.819712643678161,0.8063333333333333,0.7953333333333333,0.958,0.7523333333333334,0.8803333333333333,0.7781609195402299,0.7906666666666667,0.9603333333333334,0.938,0.9183333333333333,0.897,0.876,0.8996666666666666,0.8313333333333334,0.802,0.8715402298850574,0.8550919540229885,0.8426666666666667,0.8147011494252874,0.8340000000000001,0.8437857142857144,0.8352380952380952,0.9183333333333333,0.8493793103448276,0.836,0.8480919540229885,0.8742758620689656,0.8956666666666667,0.875,0.901712643678161,0.9604942528735633,0.9332758620689655,0.9453333333333334,0.8657126436781609,0.8326666666666667,0.8053333333333333,0.8026206896551724,0.9063333333333333,0.7776666666666667,0.882,0.8693333333333333,0.8986666666666667
